#{"t_start": 1764136897.55839, "env_id": "merge-v0"}
r,l,t
6.958258,8,86.65559
7.014319,8,86.722344
12.133945,13,86.862762
14.828457,17,87.026305
15.189568,17,87.181334
11.664015,13,87.289787
5.275277,6,87.336098
11.666667,12,87.433798
5.285091,6,87.483926
11.694444,12,87.586897
11.202264,12,87.728754
4.347945,5,87.78199
7.179147,8,87.849674
11.202264,12,87.954433
6.116667,7,88.007353
7.248121,8,88.077486
10.637601,12,88.18645
6.072724,7,88.251882
5.862554,7,88.312648
6.98939,8,88.381331
6.885979,8,88.446929
4.208852,5,88.487649
3.29037,4,88.524223
7.044946,8,88.594132
11.757877,13,88.724614
6.084777,7,88.787175
6.040258,7,88.842137
6.821325,8,88.904378
5.984815,7,88.964304
6.906414,8,89.041849
14.41179,16,89.187102
15.189568,17,89.357805
12.522505,17,89.510267
11.146709,12,89.615225
7.23939,8,89.68109
3.305833,4,89.71008
15.16179,17,89.861349
15.189568,17,90.012872
12.735234,17,90.14895
13.280069,15,90.265029
13.120949,14,90.3804
14.446736,16,90.520423
13.718331,17,90.675391
15.106234,17,90.827989
5.803676,7,90.883894
5.854346,7,90.937596
7.156057,8,91.001712
6.15375,7,91.066536
5.233431,6,91.117741
4.237991,5,91.160126
4.219276,5,91.207471
12.189567,14,91.325714
13.078457,15,91.450635
12.515415,14,91.565809
4.096753,5,91.606304
6.005451,7,91.667032
6.608165,8,91.738187
13.134012,15,91.86063
5.873592,7,91.916907
4.04879,5,91.960372
5.861111,7,92.02209
6.635943,8,92.0934
7.040258,8,92.157416
5.942565,7,92.209696
11.555833,12,92.307008
10.973152,12,92.411804
13.577496,17,92.575999
11.174487,12,92.678459
6.173431,7,92.740897
11.202264,12,92.844994
7.23939,8,92.910256
7.856616,9,92.9842
7.205654,8,93.048811
7.447883,9,93.131716
14.428452,16,93.276893
15.189568,17,93.427553
14.689568,17,93.57616
13.308833,17,93.734052
7.801975,9,93.805004
5.227399,6,93.85303
7.013645,8,93.916913
15.189568,17,94.063102
14.722613,16,94.201011
6.298388,7,94.264798
11.694444,12,94.362477
8.620004,10,94.436439
12.194511,13,94.554099
7.257396,8,94.620331
6.745473,8,94.691721
10.556541,12,94.79519
3.364056,4,94.829319
11.25782,12,94.937344
11.666667,12,95.03688
11.202264,12,95.144742
11.694444,12,95.240398
6.950732,8,95.31002
3.398383,4,95.347146
11.548388,12,95.446023
11.669598,13,95.565183
12.661394,17,95.72735
13.412776,17,95.876124
7.049781,8,95.93828
10.528764,12,96.035414
4.237991,5,96.078915
6.298234,7,96.142963
11.202264,12,96.247456
7.206925,8,96.314363
10.639875,12,96.413499
11.611111,12,96.513844
10.584319,12,96.612719
7.066765,8,96.67811
10.217704,12,96.772805
12.328061,17,96.924694
11.734848,13,97.028672
11.694444,12,97.129575
7.012743,8,97.19425
7.233431,8,97.261031
7.181278,8,97.325158
7.068036,8,97.395302
6.083871,7,97.459039
11.035653,12,97.572291
10.498712,12,97.676266
12.917058,14,97.788109
10.658657,13,97.901629
7.357269,9,97.981915
10.924717,13,98.102842
7.23939,8,98.17282
11.416667,12,98.316392
6.074783,7,98.369435
11.074769,12,98.474999
12.114054,14,98.602311
14.245123,16,98.74994
13.854611,15,98.871563
12.19143,16,99.017283
12.939509,14,99.140495
11.202264,12,99.248992
3.347193,4,99.285101
4.347945,5,99.325161
5.257396,6,99.377836
11.223208,13,99.490695
5.226841,6,99.536271
11.02843,12,99.638925
11.078065,12,99.740556
12.71695,17,99.894169
7.222253,8,99.961031
13.585624,16,100.100515
10.891441,12,100.211641
12.515415,14,100.322649
8.031487,9,100.400422
11.641775,13,100.517939
10.919218,12,100.626581
12.661394,17,100.781524
6.435514,8,100.857003
15.245123,17,100.999589
11.230042,12,101.108172
11.694444,12,101.218259
6.135993,7,101.276276
11.146709,12,101.429745
7.267168,8,101.497313
10.223208,12,101.599115
11.0,12,101.699808
6.245747,7,101.764377
10.415656,12,101.871742
11.046991,12,101.980025
7.063591,8,102.042383
11.707071,13,102.145963
10.889818,12,102.253334
10.306541,12,102.350895
5.210932,6,102.401277
11.666667,12,102.497779
7.146285,8,102.561896
7.236836,8,102.627695
6.831044,8,102.699432
11.259771,12,102.798697
8.059265,9,102.872637
8.613531,10,102.946986
6.033229,7,103.008171
7.003173,8,103.076045
11.239536,12,103.188614
8.613531,10,103.263149
11.202264,12,103.371023
11.611111,12,103.466916
4.205654,5,103.512727
6.858823,8,103.583546
11.638889,12,103.683307
11.277778,12,103.786122
10.556541,12,103.8822
6.084777,7,103.941993
10.556541,12,104.039361
11.61372,13,104.155659
11.996986,16,104.282068
11.969208,16,104.426313
11.156203,12,104.54109
7.12232,8,104.604977
8.155901,10,104.699789
13.134012,15,104.82191
7.236834,8,104.885932
5.247191,6,104.933857
7.192565,8,104.997302
7.07839,8,105.060306
7.063591,8,105.125851
6.864538,8,105.189375
4.104346,5,105.231447
11.862097,13,105.354494
3.998121,5,105.40475
13.447388,16,105.56015
12.439172,17,105.694878
10.343821,12,105.800695
11.119208,12,105.918075
11.202264,12,106.031361
10.556541,12,106.133819
7.79363,9,106.208322
4.29037,5,106.247913
7.257396,8,106.316857
4.173995,5,106.360572
7.257396,8,106.430023
7.267168,8,106.498441
7.257396,8,106.566108
7.856232,9,106.642588
7.063591,8,106.711908
7.151369,8,106.790489
6.83851,8,106.85693
7.292401,8,106.925087
8.097736,9,106.998603
11.696998,13,107.124764
10.96832,13,107.240573
15.189568,17,107.399017
15.217346,17,107.553753
11.160819,13,107.673951
6.737083,8,107.748283
6.75448,8,107.821439
7.206925,8,107.888929
11.063375,12,107.996774
5.8085,7,108.059406
11.666667,12,108.167462
10.427146,12,108.275762
7.036894,8,108.344041
11.411398,12,108.445429
12.355839,17,108.594176
6.925782,8,108.659587
12.161394,17,108.818585
7.447883,9,108.899349
8.031487,9,108.973201
10.917596,12,109.079594
7.177876,8,109.145382
8.613531,10,109.219806
10.480428,12,109.325893
10.538257,12,109.426963
11.056208,12,109.539485
8.634371,10,109.617128
14.939568,17,109.777185
11.128425,12,109.886506
7.829753,9,109.960996
7.013645,8,110.024366
10.582046,12,110.175833
7.219721,8,110.240584
7.206925,8,110.309186
4.338889,5,110.355672
10.612097,12,110.454676
7.211613,8,110.518907
11.239536,12,110.633568
7.174063,8,110.699092
14.356187,17,110.858489
13.523887,17,111.005378
10.389875,12,111.110325
12.466384,15,111.251261
11.555556,12,111.356225
11.638889,12,111.455472
7.821412,9,111.532337
11.230042,12,111.636453
11.156203,12,111.746797
7.233431,8,111.81364
10.612097,12,111.91335
6.176924,8,111.97554
11.072869,12,112.084176
8.059265,9,112.157772
11.648383,12,112.257335
6.616505,8,112.327889
11.156203,12,112.435131
6.833515,8,112.500638
6.139732,7,112.567104
10.44543,12,112.676025
11.091153,12,112.794607
11.361121,12,112.902123
7.022834,8,112.969131
7.156057,8,113.035396
13.800678,15,113.163811
7.220343,8,113.229441
6.984285,8,113.298168
11.167291,15,113.43679
12.383616,17,113.588955
11.902511,14,113.704697
13.114054,16,113.8418
12.384012,14,113.965274
11.230042,12,114.085065
7.063591,8,114.155577
4.206925,5,114.210912
11.156203,12,114.325691
11.648383,12,114.424488
7.229618,8,114.490609
7.087433,8,114.568565
4.182115,5,114.614228
7.257396,8,114.682817
7.83579,9,114.755172
7.83579,9,114.832536
6.045361,7,114.892823
4.737991,6,114.940403
4.068148,5,114.985374
4.900098,6,115.040203
6.884353,8,115.115144
11.669276,13,115.230139
7.063591,8,115.292045
4.146217,5,115.337792
12.197387,14,115.469109
8.613531,10,115.543954
7.292389,8,115.687382
7.23939,8,115.784628
4.886388,6,115.846771
7.83579,9,115.934239
6.784542,8,116.000212
7.206925,8,116.069075
11.611111,12,116.169739
7.250031,8,116.234284
7.191943,8,116.300812
11.456859,14,116.417147
15.291185,17,116.575272
12.494162,15,116.704267
5.258593,6,116.753229
4.173431,5,116.799119
7.024867,8,116.865917
7.024867,8,116.928005
7.03779,8,116.999939
10.750988,12,117.103757
11.118931,12,117.213444
10.639875,12,117.324099
6.599102,8,117.409531
12.205895,14,117.539807
11.555556,12,117.637145
8.551038,10,117.712535
7.752456,9,117.785194
11.146709,12,117.889104
4.143868,5,117.93073
7.257396,8,117.994544
6.011374,7,118.057069
12.166724,13,118.170257
10.4177,12,118.267714
11.333333,12,118.37045
10.473208,12,118.475601
7.975932,9,118.549204
11.230042,12,118.656109
10.389875,12,118.76041
10.250986,12,118.92044
6.183835,7,118.983968
11.638889,12,119.08143
10.989536,12,119.183314
12.439568,14,119.295651
10.893205,14,119.423025
7.842258,9,119.494198
12.007877,13,119.606914
8.65165,10,119.688246
11.174487,12,119.796541
8.634371,10,119.867934
11.25782,12,119.976204
12.940553,15,120.119836
11.694444,12,120.223095
11.722222,12,120.332899
7.206925,8,120.408794
7.206925,8,120.481333
10.334319,12,120.583734
10.179046,12,120.682395
3.209056,4,120.714302
12.439568,14,120.834721
7.464327,9,120.916127
11.835677,15,121.055986
11.694444,12,121.152391
7.036894,8,121.217435
7.123592,8,121.286683
5.068036,6,121.330277
7.049781,8,121.391917
6.027778,7,121.449192
7.040258,8,121.515741
10.491873,14,121.630495
11.388899,12,121.736901
11.222222,12,121.843206
11.674868,13,121.969151
5.095814,6,122.014279
3.347945,4,122.049054
4.242299,5,122.094757
4.154337,5,122.138748
7.948154,9,122.212299
11.85722,14,122.341795
12.197387,14,122.472609
10.924717,13,122.588958
11.416667,12,122.689117
5.247191,6,122.736995
11.722222,12,122.832784
11.25782,12,122.94292
11.035607,12,123.046679
6.941072,8,123.108858
7.219721,8,123.178741
6.75493,8,123.256866
5.959056,7,123.316225
10.037883,12,123.427384
6.02862,7,123.491041
12.002943,14,123.625629
11.493109,12,123.718495
8.031487,9,123.79549
4.171645,5,123.837128
8.059265,9,123.91578
11.527779,12,124.02647
11.14671,12,124.13312
11.25782,12,124.244608
10.667653,12,124.34546
6.868439,8,124.410663
7.856232,9,124.479022
6.764145,8,124.550227
11.344727,12,124.655177
10.445487,12,124.768409
7.065568,8,124.848728
10.334319,12,124.956496
11.547048,13,125.073178
11.419609,14,125.19304
10.359825,12,125.299694
10.582046,12,125.405183
10.952495,13,125.518302
7.45582,9,125.59877
12.222557,13,125.711296
5.236625,6,125.759183
11.638889,12,125.854283
7.81448,9,125.923114
11.789228,13,126.030483
6.643369,8,126.100048
7.718642,9,126.171882
5.308426,6,126.224628
6.928729,8,126.290998
7.821412,9,126.37439
7.83579,9,126.453801
11.202264,12,126.608185
4.318148,5,126.653404
7.013645,8,126.716411
7.842258,9,126.787286
7.292401,8,126.854601
7.829753,9,126.929607
7.179147,8,126.996474
6.745473,8,127.066398
11.398383,12,127.165239
11.035607,12,127.270707
12.41179,14,127.389326
11.239536,12,127.501899
10.697768,14,127.614735
12.106234,14,127.739623
11.202264,12,127.859791
11.202264,12,127.972431
11.285598,12,128.081779
11.722222,12,128.180735
11.511441,12,128.276566
7.447883,9,128.357794
8.558687,10,128.449236
11.239536,12,128.557143
7.292391,8,128.622116
12.550679,14,128.752546
10.32667,12,128.840057
8.125419,9,128.910336
8.059265,9,128.98268
6.745473,8,129.053202
6.728573,8,129.120717
5.217793,6,129.176576
6.848781,8,129.244879
7.151369,8,129.318221
7.201841,8,129.39017
8.62694,10,129.465744
11.445487,13,129.581253
10.500986,12,129.68943
10.473208,12,129.792993
10.730042,12,129.893775
11.118931,12,130.001834
7.420105,9,130.083927
7.849484,9,130.156808
7.45582,9,130.236658
11.146709,12,130.347386
7.257396,8,130.415307
7.267168,8,130.479731
11.174487,12,130.588338
5.877023,7,130.645809
8.125513,9,130.720575
4.152749,5,130.761039
6.75448,8,130.834044
11.285598,12,130.945272
11.722222,12,131.041105
7.975932,9,131.116452
7.229618,8,131.182884
7.257396,8,131.249519
8.059265,9,131.326445
11.202264,12,131.435193
5.226841,6,131.483804
6.745473,8,131.552616
6.764145,8,131.626928
11.230042,12,131.73422
8.059265,9,131.807319
6.997847,8,131.875899
11.844507,13,131.991158
6.671146,8,132.062613
7.181289,8,132.132792
7.068036,8,132.206699
7.236845,8,132.278779
7.267168,8,132.351173
11.648383,12,132.457044
10.976539,14,132.574503
7.829753,9,132.647229
11.620605,12,132.753336
8.059265,9,132.83111
6.988892,8,132.904313
10.51048,12,133.011221
10.556541,12,133.119876
12.272901,14,133.302713
12.550679,14,133.429541
7.146285,8,133.502874
11.574826,13,133.627255
7.23939,8,133.704338
7.233431,8,133.779992
5.114538,6,133.833822
6.153515,7,133.897876
4.930526,6,133.948041
10.44543,12,134.047907
11.481716,12,134.154392
10.69543,12,134.259215
6.895837,8,134.325213
6.223065,7,134.389407
7.264623,8,134.460227
11.3161,13,134.57556
6.782708,8,134.649312
5.74578,7,134.707822
13.911741,15,134.836087
11.52843,13,134.960647
11.100655,12,135.073836
6.726702,8,135.14894
7.292401,8,135.226676
3.993655,5,135.268953
6.077852,7,135.340334
7.264612,8,135.413543
11.658159,13,135.538604
11.389932,13,135.655431
11.230042,12,135.76083
3.946342,5,135.802541
7.100501,8,135.867542
10.473208,12,135.966948
10.75782,12,136.070769
7.118507,8,136.141472
8.543607,10,136.224009
10.473208,12,136.326605
7.183835,8,136.390945
10.609823,12,136.493007
7.257396,8,136.561253
3.394444,4,136.59599
11.285598,12,136.7141
7.765856,9,136.796954
12.650349,14,136.924326
5.997351,7,136.979309
6.172222,7,137.033177
5.875723,7,137.089636
6.042389,7,137.146425
6.156057,7,137.209348
7.206925,8,137.276236
6.838991,8,137.34813
11.230042,12,137.461844
11.230042,12,137.57274
11.969474,14,137.690721
9.281974,12,137.793891
7.29239,8,137.864242
11.638889,12,137.966188
7.45582,9,138.046065
6.866505,8,138.121218
4.969721,6,138.183254
10.223208,12,138.284609
10.389875,12,138.392029
7.062952,8,138.460837
11.063375,12,138.569181
5.932579,7,138.624666
7.74642,9,138.693921
5.098324,6,138.742719
11.118931,12,138.855749
10.612097,12,138.952868
11.723209,13,139.069185
11.278044,15,139.190804
13.77289,15,139.314728
7.856616,9,139.388616
7.152748,8,139.455179
8.642333,10,139.531017
6.01807,7,139.587746
6.878637,8,139.663318
6.8866,8,139.738995
11.538894,12,139.845655
11.027778,12,139.952232
7.229618,8,140.015958
7.123592,8,140.08043
6.100501,7,140.139372
7.181289,8,140.204109
8.689566,10,140.282318
6.996285,8,140.357401
6.745473,8,140.436401
12.190554,14,140.563487
13.90989,15,140.682358
12.528169,14,140.799858
12.391832,14,140.933611
7.264623,8,141.002239
11.146709,12,141.114635
6.194444,7,141.172002
10.500986,12,141.276129
10.556541,12,141.384819
11.611113,12,141.492118
11.285598,12,141.600081
7.257396,8,141.666683
6.300074,7,141.728161
5.217793,6,141.776117
8.059265,9,141.850425
4.931725,6,141.903095
12.41179,14,142.031948
7.049781,8,142.094981
6.079618,7,142.15121
8.031487,9,142.224069
14.939568,17,142.379863
8.421076,10,142.454557
11.139155,15,142.588718
11.935937,13,142.718071
7.063591,8,142.787231
11.230042,12,142.907393
8.642333,10,142.981636
6.875839,8,143.042142
9.24642,11,143.134875
6.729551,8,143.201497
6.322296,7,143.267011
11.455895,13,143.382116
11.333343,12,143.491069
13.106234,14,143.611787
6.065568,7,143.666387
7.292401,8,143.732073
11.730378,13,143.852315
12.356234,14,143.959698
11.004317,14,144.077326
13.106234,15,144.205563
12.717337,14,144.348964
7.292401,8,144.414595
12.166733,13,144.531673
10.556541,12,144.631189
7.267168,8,144.699325
6.745473,8,144.771087
7.842258,9,144.847414
5.217793,6,144.900681
6.791966,8,144.972773
10.639875,12,145.073149
6.266741,7,145.137917
11.146709,12,145.245804
7.975932,9,145.324308
11.75,12,145.419266
11.25782,12,145.525025
10.991436,12,145.634756
11.822926,13,145.757826
10.83765,14,145.882247
8.00371,9,145.960204
6.745473,8,146.029204
12.57651,14,146.144735
6.745473,8,146.213934
11.285598,12,146.318118
4.183835,5,146.365764
6.745473,8,146.438257
11.008153,12,146.546653
11.174487,12,146.658537
11.14671,12,146.764701
10.896709,12,146.866632
11.611111,12,146.960148
7.025277,8,147.026835
7.007396,8,147.092807
11.527778,12,147.197356
10.952264,12,147.310948
7.316931,9,147.396042
4.164166,5,147.438557
7.118507,8,147.507077
10.639875,12,147.60552
8.031487,9,147.682396
12.41179,14,147.789641
11.166667,12,147.895534
11.666714,12,147.993185
11.50001,12,148.098734
11.444454,12,148.206611
11.334376,13,148.320921
6.085776,7,148.374054
6.179147,7,148.430824
11.75,12,148.526371
11.76927,13,148.648081
7.464327,9,148.729528
6.958258,8,148.810489
6.993402,8,148.882535
11.195487,13,149.000934
4.983431,6,149.053677
5.92616,7,149.10986
4.01386,5,149.150532
8.059265,9,149.225062
10.359825,12,149.327438
8.00371,9,149.404387
11.305611,12,149.507049
11.611111,12,149.606142
12.614054,15,149.729643
11.278821,13,149.840384
11.167709,13,149.95023
10.785598,12,150.061753
13.106234,14,150.174253
8.249417,10,150.27043
13.050679,14,150.390352
6.745473,8,150.460989
7.292401,8,150.524523
8.059265,9,150.599828
11.361111,12,150.700222
12.439567,14,150.816483
5.133522,6,150.864903
11.174496,12,150.970136
5.10341,6,151.019607
11.75,12,151.117077
7.063591,8,151.178031
7.087433,8,151.249969
10.556542,12,151.349059
6.594535,8,151.418864
7.128279,8,151.484744
12.91179,14,151.594588
7.062952,8,151.665167
10.470934,12,151.776126
10.937311,14,151.898756
7.024867,8,151.959293
10.556541,12,152.05732
12.250334,13,152.17249
11.174487,12,152.28062
6.120605,7,152.337127
11.333333,12,152.435831
10.306597,12,152.534545
10.19543,12,152.630472
11.620605,12,152.725095
7.236845,8,152.791084
10.44543,12,152.891697
4.139329,5,152.934203
11.869265,13,153.048946
6.029675,7,153.104091
10.44543,12,153.214138
7.267168,8,153.285036
7.183835,8,153.353312
10.529096,12,153.456993
10.667702,12,153.608605
11.146764,12,153.72107
6.072341,7,153.777254
7.053402,8,153.852051
7.063591,8,153.915565
11.118986,12,154.019764
11.003323,14,154.150859
7.718642,9,154.222258
7.153512,8,154.28871
5.13446,6,154.337612
5.173018,6,154.385422
10.83765,14,154.503155
11.00783,12,154.614733
7.229618,8,154.689699
7.07839,8,154.758787
11.361111,12,154.860559
7.049781,8,154.923665
10.584319,12,155.020978
7.257396,8,155.085993
7.049781,8,155.145775
11.508265,14,155.264849
7.049781,8,155.327037
6.029675,7,155.382701
11.035598,12,155.488262
11.00805,13,155.597753
5.206925,6,155.65132
3.104346,4,155.684076
7.183835,8,155.748489
7.156057,8,155.816043
6.736368,8,155.88501
13.439568,15,156.008236
11.583333,12,156.103389
11.583333,12,156.202412
4.10861,5,156.245184
7.072724,8,156.316239
7.183835,8,156.383311
10.528764,12,156.487238
7.179147,8,156.55354
13.884011,15,156.676004
5.13701,6,156.722803
10.528764,12,156.822153
10.793745,14,156.946905
10.417653,12,157.046545
6.996285,8,157.116138
13.383735,15,157.244698
13.022901,15,157.371108
7.264623,8,157.436205
6.072341,7,157.491001
8.00371,9,157.57487
7.07839,8,157.643602
11.174542,12,157.75859
6.984285,8,157.826189
11.444444,12,157.929688
6.264993,7,157.989645
5.520125,7,158.049678
8.059265,9,158.12494
10.528764,12,158.225285
7.616778,9,158.32069
7.948154,9,158.394241
12.967346,14,158.515202
12.91179,14,158.63077
7.153512,8,158.696641
7.181289,8,158.762085
8.599162,10,158.835569
11.23005,12,158.941559
8.543607,10,159.016077
12.995123,15,159.139011
10.44543,12,159.241041
11.146709,12,159.354481
11.262436,13,159.474046
11.75,12,159.571901
11.952321,13,159.685678
12.300679,14,159.795865
4.182436,5,159.839935
13.291185,15,159.961569
7.455438,9,160.0448
4.163721,5,160.090006
8.059265,9,160.163807
10.670983,14,160.284255
11.928127,13,160.403162
11.091209,12,160.509577
10.445486,12,160.619221
7.116089,8,160.700462
12.114054,14,160.83764
7.920376,9,160.910483
7.793634,9,160.981634
11.666667,12,161.075743
12.114054,14,161.217461
11.035653,12,161.383204
11.305556,12,161.489117
11.091153,12,161.5965
5.974664,7,161.651767
11.444454,12,161.759119
10.334319,12,161.859899
12.356234,14,161.975152
7.049781,8,162.037432
11.285598,12,162.15175
10.924717,13,162.273263
11.063431,12,162.382452
10.808879,14,162.502905
12.218331,14,162.632216
11.204981,13,162.74532
6.75448,8,162.814699
13.289238,15,162.93385
8.031487,9,163.010201
11.139155,15,163.136825
12.280721,14,163.267002
12.91179,14,163.379621
12.522901,14,163.495057
5.219432,6,163.543822
12.190554,14,163.683053
6.135498,8,163.750229
7.292401,8,163.816695
10.869161,13,163.927644
11.035828,13,164.039526
7.183835,8,164.105826
11.146709,12,164.224501
7.118507,8,164.293609
11.389932,13,164.407031
7.118507,8,164.47603
11.694444,12,164.574598
7.828455,9,164.645369
8.031487,9,164.719269
10.538313,12,164.823989
6.053402,7,164.880768
12.391832,14,165.011386
7.292401,8,165.083931
8.613531,10,165.165951
13.289238,15,165.289117
8.059265,9,165.363201
7.065568,8,165.431895
7.264623,8,165.499028
12.035655,13,165.61449
8.579711,10,165.688662
13.787338,15,165.811395
10.500986,12,165.910481
10.417653,12,166.011883
7.752456,9,166.086545
10.813431,12,166.194028
11.777778,12,166.290305
11.777778,12,166.387601
6.772674,8,166.455158
8.059265,9,166.534602
11.611111,12,166.635725
10.012379,12,166.736567
7.292401,8,166.801982
13.278169,15,166.917382
6.801123,8,166.986059
10.83765,14,167.110891
6.087433,7,167.165595
6.874353,8,167.233446
10.445486,12,167.331572
10.865428,14,167.452704
10.427146,12,167.551488
7.049781,8,167.613069
12.197387,14,167.743083
10.362097,12,167.844446
12.495123,14,167.966011
7.23939,8,168.036834
11.25782,12,168.155962
7.156057,8,168.228549
11.285598,12,168.336762
6.258191,7,168.40082
6.084777,7,168.461356
7.829753,9,168.537456
11.527787,12,168.643679
6.838991,8,168.716875
11.694444,12,168.812253
6.810534,8,168.874301
10.417653,12,168.973247
10.952264,12,169.073778
11.5,12,169.174204
11.777778,12,169.269546
10.901325,13,169.382825
13.522901,15,169.512692
12.495123,14,169.636805
11.003323,14,169.76402
11.174542,12,169.872928
10.697768,14,169.989736
10.498714,12,170.09432
12.594794,14,170.214318
10.556542,12,170.319013
11.694444,12,170.451859
5.270885,6,170.499312
11.285598,12,170.607753
10.415379,12,170.705053
6.197814,7,170.767848
6.083438,7,170.822316
6.930086,8,170.889178
5.206925,6,170.947295
6.874353,8,171.022766
11.285598,12,171.133441
13.067016,15,171.260619
11.928127,13,171.37719
12.300679,14,171.487942
8.059265,9,171.560962
11.694444,12,171.660817
11.230042,12,171.770391
4.849245,6,171.821237
11.091153,12,171.920579
12.36116,13,172.029741
7.274844,8,172.093653
11.759777,13,172.21019
11.445153,13,172.32147
6.680781,8,172.402196
11.717309,16,172.560419
12.814687,15,172.699499
