#{"t_start": 1764373449.274129, "env_id": "merge-v0"}
r,l,t
6.771496,8,193.76014
8.771433,10,193.8429
13.022901,15,193.967777
12.218054,14,194.099589
7.45582,9,194.181645
8.059265,9,194.257607
11.174487,12,194.375592
8.059265,9,194.453164
12.634012,14,194.591047
5.133522,6,194.634155
13.578447,15,194.756347
6.892062,8,194.820455
11.861377,15,194.945413
12.939568,15,195.070211
10.980224,13,195.182083
12.356234,14,195.294512
11.091155,12,195.399301
10.69543,12,195.502158
11.146718,12,195.610564
10.584319,12,195.709178
7.177876,8,195.77617
7.380994,9,195.857564
6.090098,7,195.917418
5.068036,6,195.964518
6.727879,8,196.035209
11.694444,12,196.134566
10.667653,12,196.238551
5.070283,6,196.28549
4.976841,6,196.341828
11.118931,12,196.454041
8.031487,9,196.525973
6.017583,7,196.58681
6.75448,8,196.66159
7.233431,8,196.725705
13.106234,15,196.849538
8.059265,9,196.924843
7.45582,9,197.004779
10.500986,12,197.10633
11.091155,12,197.213135
7.842258,9,197.283236
7.094542,8,197.350551
11.118931,12,197.462847
10.639875,12,197.56665
10.290204,12,197.666778
6.671146,8,197.738227
12.884012,15,197.861564
6.861292,8,197.926274
11.25782,12,198.038064
12.328447,14,198.156207
6.643273,8,198.23057
7.809265,9,198.30381
12.438607,15,198.417736
11.980052,13,198.535368
5.006764,6,198.582053
13.02194,16,198.715232
8.031487,9,198.792362
3.29879,4,198.823267
11.952274,13,198.944046
10.667653,12,199.043459
11.14671,12,199.154294
12.558499,15,199.277718
6.73767,8,199.345098
11.777778,12,199.441949
6.902703,8,199.516243
6.967279,8,199.58229
7.29766,9,199.66451
6.142147,7,199.726162
6.966448,8,199.790758
11.388889,12,199.896528
10.538257,12,199.996261
11.285598,12,200.105973
5.123592,6,200.15614
11.555556,12,200.259573
10.69543,12,200.357415
7.013645,8,200.423257
12.262771,14,200.549308
11.638889,12,200.652699
6.970208,8,200.71563
13.106234,15,200.838158
6.902534,8,200.900568
7.390111,9,200.982191
11.250988,13,201.09333
13.328457,15,201.217077
10.873548,13,201.332361
10.896709,12,201.434119
6.98767,8,201.501518
10.639875,12,201.60175
10.72321,12,201.704625
13.384012,15,201.829727
11.777778,12,201.929035
7.100501,8,201.994498
7.017168,8,202.060159
12.328457,14,202.173853
6.707864,8,202.241819
6.660385,8,202.306945
12.16179,14,202.423701
12.716385,15,202.552157
11.285598,12,202.656764
8.059265,9,202.731724
7.801975,9,202.802554
11.777778,12,202.899635
11.202264,12,203.00733
10.44543,12,203.109729
7.758669,9,203.183635
10.250986,12,203.280106
10.473208,12,203.379991
12.300679,14,203.49344
11.694444,12,203.59299
6.764145,8,203.664514
13.16179,15,203.78568
13.078457,14,203.896769
13.91179,16,204.037662
11.924544,13,204.159006
6.899188,8,204.233921
12.633051,15,204.365374
11.852602,13,204.478741
13.356234,15,204.607422
13.078457,15,204.727708
11.972488,15,204.855401
10.582046,12,204.96344
7.81448,9,205.039951
10.58432,12,205.142384
11.777778,12,205.236164
7.274844,8,205.304167
13.328457,15,205.427761
8.00371,9,205.502627
11.955895,13,205.609663
11.14671,12,205.714769
12.035607,13,205.835931
12.829443,15,205.966551
11.285598,12,206.078368
7.233431,8,206.145314
7.74642,9,206.216945
5.191635,6,206.265368
4.966855,6,206.313415
11.230042,12,206.421168
11.785607,13,206.538948
6.984806,8,206.605866
11.118931,12,206.710614
10.306541,12,206.810477
7.219721,8,206.877699
12.356234,14,206.989602
12.91179,15,207.113744
4.934737,6,207.164752
7.23939,8,207.231487
10.702264,12,207.333513
12.189568,14,207.446352
12.41179,14,207.560991
7.043547,8,207.629679
11.638889,12,207.725528
6.745473,8,207.79829
11.063375,12,207.902327
10.528764,12,208.005643
11.167654,13,208.123051
4.962514,6,208.17365
12.995123,14,208.278668
11.091155,12,208.388698
10.500994,12,208.49038
12.884998,15,208.625909
11.333333,12,208.732087
10.44543,12,208.837254
11.230042,12,208.945842
11.527778,12,209.042668
10.69543,12,209.142791
10.612097,12,209.243618
12.91179,14,209.358822
11.25782,12,209.47358
13.078457,14,209.580715
10.896892,13,209.696565
6.127023,7,209.753996
13.050679,14,209.868943
7.815568,9,209.942174
7.222253,8,210.010835
11.341153,12,210.119781
8.059265,9,210.19263
4.098061,5,210.235706
11.472222,12,210.340484
11.539171,12,210.435426
11.913653,16,210.559996
13.954004,15,210.684453
14.723912,16,210.828763
12.550283,17,210.981327
13.205895,15,211.109244
11.666667,12,211.202764
11.146709,12,211.314535
11.25782,12,211.425454
12.150339,13,211.542805
13.106234,14,211.684584
10.473208,12,211.788133
11.00783,12,211.901202
12.91179,15,212.02818
12.856234,14,212.142606
6.045361,7,212.206393
8.059265,9,212.282765
12.856234,15,212.405224
11.778044,15,212.525289
12.00783,13,212.646439
10.69543,12,212.747842
12.472232,13,212.865124
6.892273,8,212.932679
11.777778,12,213.037032
6.882607,8,213.103875
10.824999,13,213.218689
11.995123,14,213.340615
7.274844,8,213.412167
11.388889,12,213.519399
11.75,12,213.618006
11.14671,12,213.726476
11.694444,12,213.871128
7.408771,9,213.950505
10.639875,12,214.056847
10.584319,12,214.159295
3.311111,4,214.195294
12.328457,14,214.315766
11.963715,13,214.43891
12.444454,13,214.554636
8.162152,10,214.636985
10.417662,12,214.743318
11.904159,16,214.883678
7.466051,9,214.9615
10.528765,12,215.067004
7.86978,9,215.140056
8.059265,9,215.216168
6.75448,8,215.37313
11.980052,13,215.49995
12.344459,13,215.622745
11.202264,12,215.734614
12.300679,14,215.848229
10.974639,14,215.974605
12.633051,15,216.113912
7.793949,9,216.19383
7.039793,8,216.269828
6.125723,7,216.329526
7.575312,9,216.410801
11.230042,12,216.51765
8.059265,9,216.60215
6.892273,8,216.670503
7.10341,8,216.739493
8.031487,9,216.815947
11.25782,12,216.925244
7.45582,9,217.007067
11.091153,12,217.112256
9.369783,11,217.210779
7.267168,8,217.276203
11.777778,12,217.380705
6.811213,8,217.456584
11.974566,15,217.589361
12.994162,16,217.736897
11.666667,12,217.83252
12.772901,15,217.957092
14.91179,17,218.109018
13.022901,14,218.220683
12.272864,16,218.371008
15.16179,17,218.528981
11.858097,16,218.670502
11.666667,12,218.762987
8.031487,9,218.840163
12.384002,14,218.965732
10.473208,12,219.068126
11.225546,14,219.193696
10.980052,12,219.306578
10.531101,14,219.430944
10.980042,12,219.544069
7.075632,8,219.611003
8.059265,9,219.687615
11.040214,13,219.801783
11.285598,12,219.905685
12.772901,14,220.012975
12.864054,15,220.150109
12.384012,14,220.268799
11.908159,13,220.384256
11.666667,12,220.478598
7.201841,8,220.545562
12.150339,13,220.663603
11.118933,12,220.768952
7.248121,8,220.834135
3.942565,5,220.877144
11.285598,12,220.989655
7.267168,8,221.056398
7.248121,8,221.120809
7.248121,8,221.188547
6.892273,8,221.252096
6.892273,8,221.318054
10.301041,12,221.430739
10.43612,13,221.547109
12.16637,16,221.67227
10.206249,13,221.774242
7.088446,8,221.842859
11.972488,15,221.977595
11.174488,12,222.08596
6.765137,8,222.151451
12.140901,13,222.270681
13.390219,16,222.406828
11.25782,12,222.513077
10.797221,13,222.63123
10.769444,13,222.749909
10.68611,13,222.864756
12.356234,14,222.993416
10.139875,12,223.096994
11.091153,12,223.208904
11.118931,12,223.324085
8.031487,9,223.403748
8.059265,9,223.478664
6.70859,8,223.553107
8.00371,9,223.628393
11.225546,14,223.753418
6.084889,7,223.815593
11.638889,12,223.924682
7.975932,9,224.008947
10.278764,12,224.116543
12.391832,15,224.245329
12.16179,14,224.366504
10.713888,13,224.483259
10.554268,12,224.596841
11.285598,12,224.705957
6.845823,8,224.770438
10.667653,12,224.886801
8.146874,10,224.986072
11.091153,12,225.088839
10.948761,14,225.208384
7.274844,8,225.277103
11.128426,12,225.395474
8.059265,9,225.474211
11.75,12,225.571883
7.758925,9,225.649945
7.473444,9,225.739942
11.416667,12,225.848792
7.174063,8,225.917282
8.762963,11,226.023786
6.967279,8,226.0889
8.031487,9,226.164733
6.812274,8,226.237382
10.528764,12,226.352659
11.416667,12,226.45847
13.717346,15,226.613142
13.134012,14,226.737044
8.059265,9,226.814624
6.764145,8,226.888992
11.230042,12,227.002445
11.230042,12,227.1138
12.772901,14,227.23085
12.634012,14,227.375115
6.882607,8,227.445891
7.274844,8,227.515903
12.91179,15,227.649626
12.967346,15,227.784708
13.078457,14,227.904292
13.022901,14,228.019339
7.87024,9,228.107926
11.983672,13,228.226344
6.566757,8,228.297912
12.000067,13,228.441798
8.195069,10,228.529486
11.416667,12,228.637336
7.474132,9,228.765883
10.893206,14,228.895254
4.280723,5,228.94574
10.44544,12,229.061999
10.584319,12,229.169549
11.285598,12,229.287601
12.356234,14,229.419639
11.75,12,229.521322
8.06402,9,229.607562
11.694444,12,229.710424
11.174488,12,229.834528
10.612097,12,229.939056
7.274844,8,230.004431
12.162776,14,230.133464
10.639876,12,230.255582
11.79515,13,230.39235
10.500986,12,230.504241
13.300679,15,230.636122
10.706881,13,230.771209
4.927876,6,230.823631
12.772901,15,230.999411
7.024969,8,231.06718
12.604612,14,231.186537
7.034129,8,231.253156
5.439517,7,231.317918
10.639885,12,231.423045
11.230042,12,231.53936
10.582046,12,231.646726
5.050189,6,231.696471
11.25782,12,231.822307
12.475165,15,231.952761
10.873548,13,232.079633
10.389875,12,232.18282
11.528765,13,232.309136
10.667653,12,232.414788
11.777778,12,232.516244
5.219721,6,232.571065
7.274844,8,232.641196
10.924487,12,232.763278
10.991436,12,232.882638
11.996986,16,233.034483
14.884012,17,233.200749
13.106187,14,233.32427
13.745121,15,233.459162
8.059265,9,233.594687
11.285598,12,233.710412
12.356234,14,233.837378
10.44543,12,233.945973
12.217346,14,234.072196
6.830387,8,234.144346
12.606234,14,234.277006
8.00371,9,234.358901
7.445666,9,234.444047
10.695432,12,234.559285
11.25782,12,234.681944
12.939568,14,234.803974
14.5229,16,234.945796
11.570867,13,235.061328
13.66179,16,235.204299
10.556541,12,235.317939
11.777778,12,235.429958
10.639875,12,235.57996
7.262597,8,235.650911
7.765517,9,235.732537
11.336657,14,235.864202
7.118507,8,235.933363
8.059265,9,236.008628
12.577496,15,236.13653
6.902732,8,236.204211
12.745123,15,236.338277
11.797048,13,236.458173
8.059265,9,236.536397
10.901325,13,236.649373
12.522901,14,236.766696
10.445431,12,236.875879
7.925336,9,236.952916
7.205654,8,237.018404
10.639875,12,237.121899
7.13701,8,237.192195
7.021496,8,237.265139
11.146717,12,237.384853
12.772901,14,237.506711
12.594722,17,237.671355
14.550614,16,237.812757
11.144376,15,237.963494
11.056543,13,238.089433
6.948,8,238.160355
7.049781,8,238.22836
7.024867,8,238.297706
8.031487,9,238.37304
8.031487,9,238.448277
11.388897,12,238.554882
8.00371,9,238.634335
8.61336,10,238.725899
7.12232,8,238.795498
11.091153,12,238.912756
7.020885,8,238.983887
11.305556,12,239.08815
12.189568,14,239.205551
11.336657,14,239.336532
11.777778,12,239.437806
11.115428,14,239.569174
12.578457,14,239.693239
11.194709,15,239.831417
14.16179,16,239.981899
12.828457,15,240.109678
11.666667,12,240.21418
6.771496,8,240.281838
7.814225,9,240.360863
12.217346,14,240.480287
4.262593,5,240.526174
6.820283,8,240.597503
7.814225,9,240.744941
6.771496,8,240.813815
7.183835,8,240.88811
11.174487,12,241.005378
7.87024,9,241.083279
6.856679,8,241.158873
7.277809,8,241.230335
7.473444,9,241.314005
12.939568,15,241.442855
7.45582,9,241.530738
12.66179,14,241.653505
13.272901,15,241.783765
5.072724,6,241.832466
11.230042,12,241.951454
7.150098,8,242.023216
10.556542,12,242.135067
12.522901,14,242.257482
11.25782,12,242.380712
6.892445,8,242.449667
13.680074,15,242.581229
8.174326,10,242.680462
11.666667,12,242.781645
12.967346,15,242.906144
7.274844,8,242.97287
4.876559,6,243.032262
4.969573,6,243.088572
12.124518,14,243.209676
11.230042,12,243.319387
11.527778,12,243.425387
11.444446,12,243.529903
12.634012,14,243.654245
11.234658,13,243.768352
8.059265,9,243.847685
12.939568,15,243.985223
8.059265,9,244.066229
13.439568,15,244.193659
11.230042,12,244.308472
11.308879,14,244.449844
6.94334,8,244.530114
11.14671,12,244.637235
11.239536,12,244.755146
12.483683,14,244.880895
6.688117,8,244.955158
12.356234,14,245.074656
11.230042,12,245.196291
7.45582,9,245.280469
11.174488,12,245.404709
11.364434,14,245.540234
8.059265,9,245.617623
13.967346,16,245.756833
14.078457,16,245.903814
8.059265,9,245.992088
8.059265,9,246.074386
11.290214,13,246.193803
10.893206,14,246.317749
12.324826,14,246.462611
7.068036,8,246.538452
12.634012,14,246.662009
10.667653,12,246.768341
6.980258,8,246.834725
12.967346,14,246.950786
10.500986,12,247.054471
8.059265,9,247.133519
12.3284,14,247.253711
4.361111,5,247.297115
12.511451,14,247.410884
10.695432,12,247.521488
7.23939,8,247.588036
10.69543,12,247.688857
7.821727,9,247.766693
11.75,12,247.86964
10.359825,12,248.010549
10.470936,12,248.123708
10.695432,12,248.237473
10.415389,12,248.345038
8.031487,9,248.420243
10.510481,12,248.53099
13.078457,14,248.64615
13.856234,15,248.762463
12.66179,14,248.878422
11.195478,13,249.000179
13.050679,14,249.126475
11.885875,16,249.258614
13.133051,16,249.403582
12.024764,16,249.559995
13.800679,16,249.693133
6.111648,7,249.758731
6.845396,8,249.825012
7.842462,9,249.903421
11.091155,12,250.016006
10.813375,12,250.123406
10.443158,12,250.231793
8.059265,9,250.307144
11.364434,14,250.429935
8.059265,9,250.510674
8.059265,9,250.589912
8.059265,9,250.66578
12.108097,16,250.796564
10.454924,12,250.904872
11.156204,12,251.015206
10.921822,15,251.137001
12.439511,14,251.252694
9.308167,11,251.339833
13.800679,16,251.481587
11.969208,16,251.609616
8.00371,9,251.688077
12.356187,14,251.81018
8.00371,9,251.884032
11.694444,12,251.983223
10.556541,12,252.086486
10.528764,12,252.190884
7.248121,8,252.258519
12.828457,15,252.389589
13.022901,14,252.514354
11.666667,12,252.623367
10.510481,12,252.728522
3.416667,4,252.768622
6.892273,8,252.838459
11.174496,12,252.953123
7.274844,8,253.020998
11.638889,12,253.118682
7.821727,9,253.193161
8.031487,9,253.273078
11.230042,12,253.389819
11.868998,13,253.512614
12.217346,14,253.631702
6.759973,8,253.701384
13.134012,14,253.822476
7.86978,9,253.896015
7.897558,9,253.969155
7.274844,8,254.038331
8.059265,9,254.119921
7.925336,9,254.193784
11.5,12,254.298669
11.777778,12,254.402729
5.248121,6,254.456528
10.415389,12,254.564293
12.356234,14,254.700398
6.056093,7,254.809653
11.94471,15,254.956402
12.356234,14,255.076102
12.660829,15,255.224162
7.108177,8,255.30204
7.897558,9,255.377528
11.230042,12,255.490603
6.799274,8,255.557391
9.410183,11,255.649534
11.694444,12,255.751226
10.556541,12,255.851355
11.118931,12,255.963947
10.612097,12,256.068677
6.082872,7,256.125419
7.86978,9,256.200469
11.722222,12,256.302712
10.639875,12,256.410499
12.967346,15,256.541976
6.93048,8,256.615724
12.939568,15,256.737766
8.031487,9,256.816099
11.174487,12,256.926201
8.063538,10,257.021808
10.639875,12,257.127223
12.968331,15,257.267941
12.995123,14,257.376235
12.660829,15,257.507902
6.09073,7,257.56507
13.022901,14,257.68006
11.230042,12,257.793976
13.051665,15,257.931681
5.164166,6,257.976929
10.72321,12,258.088656
13.87451,15,258.217217
3.318148,4,258.249496
13.245123,15,258.373934
13.189568,15,258.49967
13.550679,15,258.624452
12.495123,14,258.739106
11.916933,15,258.874376
10.427146,12,258.976835
6.764145,8,259.046138
12.772901,14,259.160574
11.25782,12,259.269382
11.75,12,259.370285
12.828457,14,259.48414
11.75,12,259.579262
7.267168,8,259.646953
13.189568,15,259.772713
13.94451,15,259.895459
12.772901,14,260.0112
13.939568,16,260.147754
13.845118,16,260.285705
11.25782,12,260.398282
3.331454,4,260.433711
11.703938,12,260.531921
12.300679,14,260.644749
11.5,12,260.746241
12.356234,14,260.860433
11.75,12,260.956911
8.059265,9,261.032704
10.556541,12,261.132826
11.924496,13,261.249388
10.528764,12,261.351924
6.961613,8,261.420037
11.666667,12,261.51234
12.98396,14,261.631186
11.063385,12,261.742169
7.118507,8,261.812457
11.285598,12,261.921364
4.29879,5,261.963518
11.472222,12,262.066019
10.528811,12,262.167958
6.737083,8,262.238469
11.202264,12,262.347439
10.778764,12,262.450018
7.925336,9,262.526661
11.777778,12,262.623145
11.174487,12,262.733207
10.473208,12,262.835851
7.842002,9,262.910728
5.167204,6,262.960328
7.925796,9,263.036436
6.975649,8,263.104964
10.952274,12,263.217726
12.189568,14,263.33215
12.522901,14,263.444679
13.078457,14,263.558455
10.649369,12,263.659644
10.621591,12,263.763807
13.66179,16,263.899348
12.578457,14,264.013591
11.719208,16,264.153903
13.078457,14,264.271307
12.605273,15,264.396304
7.875502,9,264.471888
3.444444,4,264.509347
10.369319,12,264.613312
9.571716,11,264.709617
13.439568,15,264.833134
7.292455,8,264.901061
7.070549,8,264.966331
13.078457,14,265.081257
13.078457,14,265.194557
12.356234,14,265.316942
12.051617,14,265.438351
10.332046,12,265.536613
12.383688,14,265.654413
10.835677,15,265.800048
11.045093,12,265.905444
13.078457,14,266.018467
12.634012,14,266.134708
11.913653,16,266.261946
14.16179,16,266.399013
12.271893,15,266.521599
12.549718,15,266.648564
6.836718,8,266.716118
10.500986,12,266.814562
12.194454,13,266.92903
11.230042,12,267.035769
11.75,12,267.133683
12.051665,14,267.262666
12.606234,14,267.387318
11.285598,12,267.495772
11.648383,12,267.594904
14.23563,16,267.731119
14.16179,16,267.864027
13.049718,16,268.017245
13.475745,16,268.168115
11.608097,16,268.323811
11.083599,15,268.462137
12.725165,16,268.585414
13.217346,15,268.712944
11.806217,13,268.828092
7.07839,8,268.887809
11.777778,12,268.984209
7.250031,8,269.052214
6.061111,7,269.108655
11.75782,13,269.219261
11.063375,12,269.330669
6.747054,8,269.397219
10.417653,12,269.498671
6.033333,7,269.553604
10.584319,12,269.65159
11.778044,15,269.774171
10.593813,12,269.875062
11.118931,12,269.977093
11.912776,15,270.101959
11.174487,12,270.212338
11.416676,12,270.320094
8.669306,10,270.410021
6.24145,7,270.464413
13.189568,15,270.589986
11.174487,12,270.698221
13.356234,15,270.821675
8.097884,9,270.897072
10.896709,12,271.002154
11.638889,12,271.100993
8.031487,9,271.172777
12.993501,15,271.289798
12.354278,14,271.403514
14.106234,16,271.551893
11.802542,16,271.690867
12.46695,17,271.843633
11.111377,15,271.987212
11.167654,13,272.102537
12.66179,14,272.209558
7.670766,9,272.282261
11.305556,12,272.38747
6.403076,8,272.454253
6.747054,8,272.520278
13.134012,14,272.63696
11.94143,16,272.7643
3.373704,4,272.79917
11.398383,12,272.903314
8.453338,10,272.979941
11.063375,12,273.084269
10.639875,12,273.183005
7.692559,9,273.259046
6.763419,8,273.326988
12.134012,14,273.439157
6.072833,7,273.500591
7.233431,8,273.567902
7.233431,8,273.634584
4.311111,5,273.671996
13.16179,15,273.795621
7.166698,8,273.86117
11.308879,14,273.986392
6.011374,7,274.047141
10.538257,12,274.149593
13.717346,16,274.290338
13.049671,16,274.444671
11.016603,15,274.584918
13.078457,14,274.697186
9.680289,12,274.797613
11.916933,15,274.93208
7.86978,9,275.008316
13.078457,14,275.120998
11.5,12,275.224994
10.935604,12,275.334553
11.94143,16,275.459693
6.784515,8,275.528371
13.078457,14,275.640783
11.842845,15,275.779812
8.059265,9,275.856196
9.993939,12,275.949505
12.717346,14,276.067517
14.23563,16,276.200179
7.248121,8,276.270338
11.694444,12,276.367734
7.913754,9,276.44422
11.017315,12,276.551167
14.467346,16,276.683239
12.772901,14,276.796416
12.272844,14,276.90403
11.305556,12,277.004271
11.885875,16,277.135371
13.134012,14,277.2537
12.828457,15,277.380227
11.941383,16,277.502451
13.050679,14,277.618156
11.063385,12,277.720109
12.856234,15,277.844262
13.16179,15,277.963286
10.566035,12,278.066693
3.394444,4,278.101404
11.889155,15,278.236513
10.438263,12,278.337724
10.538257,12,278.437204
10.241546,12,278.545252
11.398384,12,278.65415
11.091153,12,278.761343
11.063375,12,278.868162
12.217346,14,278.980975
11.777778,12,279.078874
13.078457,14,279.191331
13.134012,14,279.312231
12.995123,14,279.427769
11.035978,14,279.548322
10.750652,12,279.652604
11.885598,16,279.792338
11.730042,13,279.910668
11.694444,12,280.003312
5.03867,6,280.049843
12.633051,15,280.174663
11.25782,12,280.281646
6.095926,7,280.342119
11.777778,12,280.438114
7.013844,8,280.505061
12.872617,14,280.627935
7.248121,8,280.695795
6.91213,8,280.7726
11.620605,12,280.871361
7.925796,9,280.94339
12.439558,14,281.058899
11.416667,12,281.162623
10.51048,12,281.269014
11.18398,12,281.377425
10.917596,12,281.479448
12.356234,14,281.592867
6.279333,7,281.657065
10.686112,13,281.775226
7.267168,8,281.842346
11.118931,12,281.943589
13.245123,15,282.069327
6.958258,8,282.140163
10.362097,12,282.240563
12.134941,14,282.358062
7.759129,9,282.436111
10.556543,12,282.539875
10.473208,12,282.641422
10.907827,12,282.784003
11.457882,13,282.893364
10.538258,12,282.9891
13.995123,16,283.133592
8.261977,10,283.211057
8.097884,9,283.290494
8.139482,10,283.382802
11.638889,12,283.480646
12.800679,14,283.593862
11.091153,12,283.704823
6.763419,8,283.773948
7.156057,8,283.839133
10.359825,12,283.942572
11.500002,12,284.05188
11.118978,12,284.156083
13.66179,16,284.283909
10.556541,12,284.385399
11.648383,12,284.487918
10.445431,12,284.594322
13.049718,16,284.725745
8.413527,10,284.814645
11.416667,12,284.916061
7.156057,8,284.980863
7.156057,8,285.045325
5.80184,7,285.103987
10.25983,12,285.21703
7.233431,8,285.288053
11.035599,12,285.393095
11.202264,12,285.499858
10.584319,12,285.602395
11.889155,15,285.724236
13.772901,15,285.843651
12.91179,15,285.961824
11.488873,15,286.079011
11.952274,13,286.200517
7.007281,8,286.267276
13.050679,14,286.379327
11.281101,14,286.505589
7.219721,8,286.572333
6.978573,8,286.63351
11.785598,13,286.744881
7.156057,8,286.813851
6.910322,8,286.882706
10.473208,12,286.986582
11.285598,12,287.094045
13.467346,16,287.241128
14.495123,16,287.378501
13.078457,14,287.490516
10.271596,12,287.587034
13.078457,14,287.702421
10.695432,12,287.806705
11.594727,12,287.899088
11.527778,12,288.00059
10.584598,12,288.109277
11.913653,16,288.23652
12.800679,15,288.352254
13.078457,14,288.465693
11.830319,16,288.590101
12.66179,14,288.726175
10.69543,12,288.82656
10.586219,12,288.92569
12.91179,15,289.052768
11.118931,12,289.156527
11.211758,12,289.268822
8.107963,10,289.359272
6.799274,8,289.426294
9.939926,12,289.52262
12.23805,15,289.657105
10.704924,12,289.7628
11.285598,12,289.878474
8.125497,9,289.954554
10.584319,12,290.056103
10.443158,12,290.162022
10.695432,12,290.267888
11.75,12,290.361864
10.44543,12,290.466285
10.556543,12,290.57094
13.133051,16,290.710291
7.842002,9,290.781344
10.584319,12,290.879476
5.973065,7,290.934949
10.332047,12,291.039304
11.146709,12,291.148551
3.364056,4,291.183195
7.041637,8,291.247801
7.885976,9,291.321075
12.300679,14,291.434622
7.156057,8,291.503259
13.772854,16,291.638714
12.633051,15,291.767092
5.899798,7,291.830976
6.818045,8,291.892212
12.856234,15,292.021383
6.994147,8,292.094783
12.939568,15,292.220058
10.359825,12,292.323781
14.522901,16,292.45823
10.980042,12,292.564816
10.778764,12,292.665977
13.050679,14,292.78019
13.134012,14,292.900297
13.160829,16,293.034838
11.863455,15,293.160927
11.285598,12,293.270436
13.16179,15,293.397826
12.272901,14,293.514049
6.688163,8,293.578291
10.417653,12,293.68777
7.786907,9,293.76384
10.952266,12,293.872687
12.300679,14,293.987135
12.994799,14,294.103772
12.10722,14,294.230239
10.980282,13,294.346422
11.038259,13,294.46397
12.679113,15,294.586033
12.305258,16,294.711389
15.106234,17,294.860219
12.995123,14,294.973018
13.15034,15,295.086512
11.75,12,295.181501
10.387601,12,295.284565
10.612099,12,295.389927
7.233431,8,295.458568
11.722222,12,295.553132
11.694444,12,295.652103
6.882607,8,295.716325
11.118931,12,295.820107
13.022901,14,295.93191
13.106234,14,296.04489
14.91179,17,296.19504
14.271001,16,296.344322
13.522901,16,296.492434
3.280723,4,296.524176
10.556541,12,296.626735
5.095814,6,296.670468
12.272901,14,296.788052
7.766171,9,296.861535
11.5,12,296.96386
12.134012,14,297.069754
13.190554,16,297.208585
13.91179,15,297.325623
13.078457,14,297.440821
12.660829,15,297.563162
10.556541,12,297.663338
12.884012,15,297.783286
6.011116,7,297.839271
8.125403,9,297.912233
12.300679,14,298.025015
11.336656,14,298.151365
11.174487,12,298.26113
11.063377,12,298.364794
7.969398,9,298.438977
13.078457,14,298.552969
10.566035,12,298.652867
10.482702,12,298.753752
4.248121,5,298.792527
11.035598,12,298.89785
4.233431,5,298.937014
12.142107,14,299.056604
13.078457,14,299.167197
7.786447,9,299.245176
12.549718,15,299.366813
12.134012,14,299.486252
11.202264,12,299.596027
10.538257,12,299.697729
8.689567,10,299.778205
10.315386,12,299.885078
12.939568,15,300.009607
13.467346,15,300.13884
7.474121,9,300.215422
10.317658,12,300.318453
8.070106,9,300.397655
13.078457,14,300.517638
13.957844,15,300.635138
11.84121,13,300.751917
13.884012,15,300.869524
4.135943,5,300.916958
7.814225,9,300.989639
10.262379,12,301.091899
10.482702,12,301.193278
11.285598,12,301.307774
5.062868,6,301.363007
6.924063,8,301.429386
6.167509,7,301.491004
10.500986,12,301.591169
11.527779,12,301.697272
11.527778,12,301.801352
12.577496,15,301.92467
10.454924,12,302.024265
11.889155,15,302.163715
12.856234,14,302.27532
10.952266,12,302.383122
7.786447,9,302.459648
13.050679,14,302.574939
3.311111,4,302.604372
13.680074,15,302.7318
8.826791,11,302.83254
12.939568,15,302.946689
11.091155,12,303.054952
12.995123,15,303.181988
11.118933,12,303.287953
10.387603,12,303.393141
7.229618,8,303.460016
10.584319,12,303.560163
6.950732,8,303.633047
7.664153,9,303.707791
8.097625,9,303.783533
10.806541,12,303.887128
11.035599,12,303.998408
12.800679,14,304.113113
12.494162,15,304.239806
10.621591,12,304.337838
13.106234,14,304.460951
13.246109,16,304.596578
11.388889,12,304.696873
13.050679,14,304.809506
10.639875,12,304.907448
11.202264,12,305.01619
10.443158,12,305.122109
13.216385,16,305.261157
14.189568,16,305.399135
11.802542,16,305.536319
11.287272,12,305.641068
10.417654,12,305.743331
10.897433,14,305.865512
10.667653,12,305.965765
13.078457,14,306.081915
13.717346,15,306.202991
11.444444,12,306.306631
7.156057,8,306.373048
8.095534,9,306.450523
8.097884,9,306.525041
13.390219,16,306.659745
6.753384,8,306.72517
12.689568,14,306.84233
13.134012,14,306.958905
11.202264,12,307.071096
13.022901,14,307.182734
8.097625,9,307.258153
12.606234,14,307.370509
7.177876,8,307.441434
6.950732,8,307.511621
12.940554,15,307.649625
11.42616,12,307.756648
7.156057,8,307.824518
11.896719,13,307.941875
11.778044,15,308.071015
4.255556,5,308.109961
10.359833,12,308.216005
12.245123,14,308.329332
12.225164,14,308.467323
10.343814,12,308.56947
12.715327,17,308.729559
10.346956,12,308.825658
13.91179,16,308.964542
8.097884,9,309.037092
6.993655,8,309.104737
10.389875,12,309.205114
11.202264,12,309.311372
13.078457,14,309.422821
11.091163,12,309.530593
6.122227,7,309.588082
13.050679,14,309.698663
10.538257,12,309.800599
10.345435,12,309.904996
13.911743,15,310.025162
12.198598,16,310.168509
13.134004,14,310.292067
14.134012,16,310.43049
10.362097,12,310.532159
5.886239,7,310.589433
12.939568,14,310.700027
13.078457,14,310.816
11.146709,12,310.925908
11.94143,16,311.067609
11.891233,15,311.190409
10.667653,12,311.290528
13.078457,14,311.401858
13.050679,14,311.51248
12.967346,15,311.635053
14.078457,16,311.772734
10.500986,12,311.871425
12.633051,15,311.992891
12.745123,14,312.104442
6.979618,8,312.172556
12.828457,14,312.289888
10.612097,12,312.387494
13.134012,14,312.506833
13.745123,16,312.658536
