#{"t_start": 1764373449.274129, "env_id": "merge-v0"}
r,l,t
4.803054,6,87.966933
10.674487,12,88.066322
10.584319,12,88.16482
4.364056,5,88.204458
3.444444,4,88.238411
6.98939,8,88.309625
10.498712,12,88.418166
6.01807,7,88.475178
10.649369,12,88.591675
6.90273,8,88.657331
13.800679,15,88.775671
4.307453,5,88.81375
7.91178,9,88.883124
11.59445,12,88.98223
12.374123,17,89.138418
7.233431,8,89.20326
4.163721,5,89.247414
4.401481,5,89.286301
7.23939,8,89.353781
5.139426,6,89.4081
7.044946,8,89.479419
4.225167,5,89.520133
5.136239,6,89.572861
6.625257,8,89.643752
11.778044,15,89.783764
11.971915,16,89.93621
11.091153,12,90.044586
10.805571,13,90.15183
8.556181,10,90.237899
11.626039,16,90.36958
4.987127,6,90.423958
12.660829,15,90.552448
12.522505,17,90.702401
6.878279,8,90.768046
11.146709,12,90.876641
11.694444,12,90.977554
10.443166,12,91.081704
7.206925,8,91.153641
11.555556,12,91.25567
10.540157,12,91.357472
3.292389,4,91.392965
13.550679,15,91.529456
7.257396,8,91.595096
7.257396,8,91.664907
5.738353,7,91.732394
11.202264,12,91.845461
7.248121,8,91.913206
8.543607,10,91.993394
6.033229,7,92.055038
6.995056,8,92.123388
6.766732,8,92.193952
6.689918,8,92.265817
10.176772,12,92.368577
7.179147,8,92.438568
11.285598,12,92.545994
10.27839,12,92.649596
6.071468,7,92.703814
6.223778,7,92.767903
6.79451,8,92.835928
10.408488,12,92.939145
7.800677,9,93.008414
15.180074,17,93.165392
4.283333,5,93.207487
4.338889,5,93.255424
11.02843,12,93.363306
13.242842,15,93.491177
14.717346,17,93.652887
11.952266,13,93.778535
12.315334,14,93.917736
7.257396,8,93.997152
5.284129,6,94.04796
12.289227,13,94.2145
6.70859,8,94.290809
5.989806,7,94.353615
10.62349,12,94.467464
7.211613,8,94.537699
11.091153,12,94.647279
11.118931,12,94.761157
6.227778,7,94.817768
7.007396,8,94.88428
4.422222,5,94.921034
7.23939,8,94.988979
11.25782,12,95.097256
3.262593,4,95.127821
11.146709,12,95.23978
7.205654,8,95.308788
7.23939,8,95.376567
10.674487,12,95.480505
5.930526,7,95.537279
4.816765,6,95.584171
5.748121,7,95.642682
7.100501,8,95.712055
10.528764,12,95.814127
11.018936,12,95.932838
6.894066,8,96.000962
7.211613,8,96.072225
11.641766,13,96.198787
11.687892,13,96.321335
7.192565,8,96.388989
11.202264,12,96.501069
6.029221,7,96.565603
6.98939,8,96.63256
7.792836,9,96.707986
7.74642,9,96.782101
10.329051,12,96.88237
11.361377,15,97.019204
12.457456,17,97.173621
8.708829,10,97.248867
14.356593,17,97.397825
15.134012,17,97.549046
14.030721,17,97.702348
11.93755,13,97.823607
7.068311,8,97.890528
11.174487,12,98.002608
10.612097,12,98.101363
6.944475,8,98.163038
7.856232,9,98.23214
15.189568,17,98.384582
15.180074,17,98.535497
12.661394,17,98.692576
12.447996,16,98.843359
13.105908,14,98.974065
7.23939,8,99.039293
7.233431,8,99.104166
6.155377,7,99.163873
7.044564,8,99.239423
11.66901,15,99.370736
14.106233,16,99.517321
12.550283,17,99.670794
6.993402,8,99.736622
7.07839,8,99.799949
5.247191,6,99.847374
6.138889,7,99.906163
11.174487,12,100.014417
10.52649,12,100.12275
6.084777,7,100.186091
11.527778,12,100.292564
6.928729,8,100.357797
5.257313,6,100.404159
5.949895,7,100.469363
7.13892,8,100.533632
12.604949,15,100.657319
14.606234,17,100.805854
11.174487,12,100.912066
6.898766,8,100.981064
11.202264,12,101.098
11.230042,12,101.206425
3.251897,4,101.241602
11.833599,15,101.364211
11.392332,14,101.488625
10.399369,12,101.635528
6.625839,8,101.707794
11.146709,12,101.82638
10.723208,12,101.951254
11.5,12,102.050911
6.921645,8,102.114092
6.967841,8,102.178279
11.75,12,102.277071
11.091153,12,102.38133
11.75,12,102.477201
10.639875,12,102.577934
10.667653,12,102.689786
11.211758,12,102.821845
7.008036,8,102.888713
6.050074,7,102.95559
6.867875,8,103.022908
7.007396,8,103.088022
7.044946,8,103.150922
6.167509,7,103.213792
11.202264,12,103.321396
11.202264,12,103.427198
11.285598,12,103.537364
11.527778,12,103.63855
3.380339,4,103.674063
7.780234,9,103.752242
12.661394,17,103.910095
15.106234,17,104.056362
12.245123,14,104.186168
7.233431,8,104.251791
7.248121,8,104.317193
5.919109,7,104.370552
7.063591,8,104.433694
11.401324,13,104.579546
7.257396,8,104.646283
7.257396,8,104.710709
7.257396,8,104.780164
11.611111,12,104.87973
4.150098,5,104.917067
5.228573,6,104.964326
7.553402,9,105.039669
6.993402,8,105.105062
6.32695,7,105.165543
7.90488,9,105.241644
10.473208,12,105.344181
13.884011,15,105.464289
12.968331,15,105.601563
7.174063,8,105.665486
11.611111,12,105.763319
7.849189,9,105.836963
7.07839,8,105.902432
7.229618,8,105.971767
6.044564,7,106.029861
5.258593,6,106.078281
7.049781,8,106.141631
7.013749,8,106.206892
12.550679,14,106.327404
14.689568,17,106.478812
15.217068,17,106.640319
12.487665,14,106.758165
7.292401,8,106.82313
8.097625,9,106.898126
10.452652,12,106.997291
11.806541,13,107.122669
11.611111,12,107.227894
6.687691,8,107.29694
6.128279,7,107.358196
10.139875,12,107.455034
8.881726,11,107.541786
10.021115,12,107.648054
11.833599,15,107.779822
5.298388,6,107.826201
11.889155,15,107.965616
13.717013,15,108.082735
13.874518,15,108.221596
4.125518,5,108.265217
5.863008,7,108.32393
5.779675,7,108.37966
5.738134,7,108.436759
10.250986,12,108.537239
6.225797,7,108.597904
7.07839,8,108.661862
3.336278,4,108.696541
7.948154,9,108.772538
5.990292,7,108.82902
6.00371,7,108.885297
11.285598,12,108.994866
7.842258,9,109.066492
11.056208,12,109.173348
13.078457,14,109.300306
12.494728,17,109.449405
15.134012,17,109.601374
13.106169,14,109.723094
11.611113,12,109.827
11.472222,12,109.927773
7.036894,8,109.990949
10.526492,12,110.090855
6.033229,7,110.151609
7.250031,8,110.218111
6.737083,8,110.290028
10.223208,12,110.383784
7.616674,9,110.455186
8.119932,10,110.545919
7.975932,9,110.623948
7.250031,8,110.691935
13.078457,14,110.817557
11.527778,12,110.910307
6.770077,8,110.974992
11.285598,12,111.087615
6.194982,7,111.146901
7.23939,8,111.212766
6.166667,7,111.265429
10.473208,12,111.365532
11.174487,12,111.480459
7.099821,8,111.546272
14.856234,17,111.696839
15.245076,17,111.852265
7.925706,9,111.933929
10.528764,12,112.032287
11.361111,12,112.134703
7.206925,8,112.202992
11.25,12,112.307164
6.772777,8,112.374266
6.765769,8,112.440518
10.805821,15,112.620999
14.856234,17,112.770407
6.979618,8,112.834891
6.673712,8,112.905907
10.750988,12,113.0072
8.069939,9,113.082105
7.7259,9,113.150936
13.606234,15,113.277172
13.022901,14,113.392397
7.892598,9,113.465619
10.334319,12,113.563938
6.244518,7,113.62472
6.726702,8,113.697568
11.25782,12,113.807157
11.813385,13,113.920605
10.470936,12,114.020672
7.183835,8,114.088994
7.229618,8,114.154304
11.239536,12,114.26534
10.389876,12,114.364335
11.111111,12,114.467713
5.847741,7,114.525332
3.086278,4,114.558201
3.997499,5,114.603309
10.417653,12,114.707804
10.556541,12,114.806547
10.498712,12,114.906742
10.906387,13,115.022186
7.920376,9,115.097227
4.186717,5,115.143952
14.676505,16,115.29557
10.649369,12,115.392586
6.838991,8,115.463779
6.745473,8,115.534258
11.222222,12,115.636766
6.617875,8,115.704785
4.816765,6,115.755636
6.467686,8,115.821793
11.313385,13,115.931601
11.833599,15,116.062304
5.962028,7,116.125364
10.725546,14,116.236869
6.087433,7,116.289244
7.257396,8,116.35475
6.163753,8,116.427165
6.279333,7,116.487173
8.059265,9,116.56355
13.522901,15,116.686489
6.745473,8,116.758476
13.134012,14,116.875801
7.975932,9,116.951628
10.498714,12,117.051843
7.948154,9,117.130667
13.022901,14,117.240641
5.04369,6,117.293854
12.52194,15,117.419986
11.063385,12,117.52763
10.612097,12,117.625777
10.498712,12,117.730015
11.952274,13,117.845024
10.952264,12,117.953805
7.156057,8,118.019561
5.236625,6,118.06614
8.00371,9,118.141156
11.091153,12,118.246409
12.63401,14,118.359336
11.17616,12,118.457726
6.996285,8,118.529031
6.035091,7,118.586567
7.229618,8,118.65805
11.239536,12,118.7677
8.00371,9,118.841542
8.634371,10,118.919478
11.211758,12,119.027284
12.74288,14,119.146874
15.245123,17,119.299292
10.634988,13,119.411496
14.91179,17,119.561122
11.76927,13,119.737511
6.892598,8,119.811521
5.346741,6,119.86464
11.444444,12,119.974719
7.23939,8,120.04098
10.980042,12,120.143323
10.667653,12,120.24524
6.95356,8,120.307372
4.287272,5,120.346965
12.689568,14,120.460274
6.95248,8,120.523965
11.80367,14,120.642438
10.399369,12,120.744718
12.772846,14,120.870412
7.257396,8,120.957545
10.334319,12,121.059291
10.334319,12,121.161917
6.926679,8,121.233226
7.920376,9,121.310825
12.91179,14,121.426144
11.174487,12,121.535795
7.12232,8,121.602101
11.388889,12,121.707836
7.194475,8,121.772391
6.068036,7,121.826733
6.745473,8,121.900037
13.828457,15,122.02198
10.326717,12,122.1207
7.902515,9,122.194276
6.015912,7,122.248767
7.292401,8,122.315454
13.911465,15,122.452315
6.104346,7,122.507888
6.965624,8,122.57257
13.884012,15,122.695355
8.031487,9,122.770732
12.577496,15,122.8992
11.202264,12,123.009411
7.920376,9,123.085067
6.783172,8,123.154669
6.689918,8,123.226363
11.75,12,123.321051
10.639875,12,123.422351
13.050679,14,123.58104
7.920376,9,123.660145
10.167653,12,123.757588
11.230042,12,123.869393
7.267168,8,123.93423
7.23939,8,124.003939
7.044946,8,124.066887
7.035174,8,124.134438
7.257396,8,124.200053
11.868941,13,124.315151
4.896202,6,124.388539
6.069415,7,124.442498
9.384371,11,124.523833
6.978573,8,124.585366
10.273259,12,124.680037
10.593813,12,124.78394
7.07839,8,124.846663
6.874925,8,124.917953
10.498712,12,125.018427
12.967346,14,125.134359
11.75,12,125.228775
10.667653,12,125.327407
11.25782,12,125.439978
7.007396,8,125.50679
6.822724,8,125.578604
7.925796,9,125.657598
11.139155,15,125.783417
12.633616,17,125.949963
14.689568,17,126.107936
14.189568,16,126.250822
14.428174,16,126.395924
8.620004,10,126.474143
11.25782,12,126.582321
10.713896,13,126.693803
13.467345,15,126.823232
10.417653,12,126.923428
5.972759,7,126.976989
11.527779,12,127.08041
6.990291,8,127.141177
10.713888,13,127.254424
6.861263,8,127.326608
10.68611,13,127.44143
11.128425,12,127.550311
11.638889,12,127.644921
11.174487,12,127.756357
10.389875,12,127.858705
7.018062,8,127.925052
5.219413,6,127.973484
11.100649,12,128.081936
7.780234,9,128.153905
11.056208,12,128.264147
11.548388,12,128.363238
7.003173,8,128.426266
10.417653,12,128.526623
5.284129,6,128.571531
6.896285,8,128.641393
7.194475,8,128.708003
7.264612,8,128.771176
6.979618,8,128.836794
8.503444,10,128.914032
11.202264,12,129.029244
7.23939,8,129.098228
11.694444,12,129.192422
10.612097,12,129.296252
11.174487,12,129.405338
7.81448,9,129.476927
11.202264,12,129.585146
7.174063,8,129.652466
7.194475,8,129.71644
7.194475,8,129.783024
7.222253,8,129.846809
11.239536,12,129.956412
10.945098,12,130.064138
10.649369,12,130.165433
10.733732,14,130.288809
7.250031,8,130.357177
6.745473,8,130.42756
6.937846,8,130.49234
11.174487,12,130.597539
7.220343,8,130.666643
7.017168,8,130.729576
5.906057,7,130.791407
7.721577,9,130.861081
7.864821,9,130.941797
11.785607,13,131.060811
11.017323,12,131.174305
8.00371,9,131.252213
7.464327,9,131.333306
7.858198,9,131.405657
11.211758,12,131.512296
10.500986,12,131.613149
8.059265,9,131.690103
7.248121,8,131.759313
6.764145,8,131.832085
11.223208,13,131.951029
7.174063,8,132.021026
11.031099,14,132.143332
6.868507,8,132.212233
11.67616,12,132.310904
5.164164,6,132.365615
8.585753,10,132.441536
8.620004,10,132.516823
11.427158,13,132.63547
7.002466,8,132.700517
10.387603,12,132.804195
5.818036,7,132.862328
3.111111,4,132.895115
5.977778,7,132.952729
7.194475,8,133.017429
6.587813,8,133.089574
8.279674,10,133.176936
10.927148,13,133.285978
14.328457,17,133.449665
8.031487,9,133.525473
11.96339,13,133.644222
7.07839,8,133.71354
10.750988,12,133.82351
10.69543,12,133.92084
7.257396,8,133.988004
7.257396,8,134.05546
6.838312,8,134.121622
10.634134,13,134.232065
12.041148,16,134.376794
9.070562,11,134.461135
10.498714,12,134.564751
11.722222,12,134.65901
7.022834,8,134.721989
11.952274,13,134.841525
11.472232,12,134.945919
7.842258,9,135.019353
10.417653,12,135.122001
11.202264,12,135.228207
7.45582,9,135.307328
8.00371,9,135.381374
9.464302,11,135.471446
6.951841,8,135.53557
11.472222,12,135.636577
10.69543,12,135.731675
8.059265,9,135.805897
13.106234,14,135.922438
13.050679,14,136.046363
11.638889,12,136.141622
6.874756,8,136.206174
11.146709,12,136.317581
7.12232,8,136.38449
10.556541,12,136.487272
11.285598,12,136.596818
6.262593,7,136.656809
10.584319,12,136.756843
7.250031,8,136.82042
7.45582,9,136.898584
11.759234,15,137.036752
12.152536,16,137.193571
10.285545,12,137.289345
7.483215,9,137.368326
7.194475,8,137.433133
7.085799,8,137.499287
10.473208,12,137.600027
6.056999,7,137.685953
4.886388,6,137.741917
11.25782,12,137.84997
10.540157,12,137.954133
6.068036,7,138.006014
10.621591,12,138.10517
10.424873,12,138.201833
11.273828,13,138.314374
12.439172,17,138.469144
15.16179,17,138.620308
13.772901,15,138.745414
6.75448,8,138.8151
6.975396,8,138.876549
7.718642,9,138.945474
11.896719,13,139.057525
10.473216,12,139.158592
11.916924,15,139.295972
7.036894,8,139.369574
7.049781,8,139.438952
7.063591,8,139.532179
5.888994,7,139.595618
11.118931,12,139.716319
6.017583,7,139.781113
7.007396,8,139.849507
13.051665,15,139.986193
11.537273,12,140.091067
10.961758,12,140.193347
10.482702,12,140.296006
6.045361,7,140.356918
10.584319,12,140.457164
7.45582,9,140.53652
7.829753,9,140.605258
11.566672,12,140.700855
6.717695,8,140.772542
7.009116,8,140.83234
7.007396,8,140.896478
6.144444,7,140.952263
11.174487,12,141.057094
13.050679,14,141.172106
11.045101,12,141.284657
10.649369,12,141.382
10.639885,12,141.48847
13.050679,14,141.600723
5.316765,6,141.646991
11.086655,14,141.762997
11.731716,12,141.860944
8.059265,9,141.937367
5.153291,6,141.984867
6.95356,8,142.051776
10.538257,12,142.156331
7.58042,9,142.232924
6.910069,8,142.294582
10.593814,12,142.395887
11.891233,15,142.532756
11.118931,12,142.638367
7.292389,8,142.705701
4.79369,6,142.759305
10.702264,12,142.860252
6.927876,8,142.929355
10.306541,12,143.028359
12.094784,13,143.148585
7.01249,8,143.222534
7.704457,9,143.2957
8.031487,9,143.370546
7.869771,9,143.447233
12.995123,15,143.581768
12.277481,16,143.712248
9.493337,11,143.800247
14.411782,16,143.959041
11.057899,15,144.146392
11.944147,16,144.296225
6.830605,8,144.358498
11.174487,12,144.470531
6.745473,8,144.547004
6.081454,7,144.604308
11.211758,12,144.7231
11.648383,12,144.81994
6.187679,7,144.874965
6.970975,8,144.952215
6.969721,8,145.013833
7.007396,8,145.079694
8.031487,9,145.156665
10.193157,12,145.259383
6.698924,8,145.331832
12.10722,14,145.460634
6.736368,8,145.53418
7.087433,8,145.612444
7.842258,9,145.687373
7.007396,8,145.752973
10.44543,12,145.856319
11.797048,13,145.976706
7.86978,9,146.047683
10.865428,14,146.17095
6.698924,8,146.242634
5.126102,6,146.294887
10.443158,12,146.398871
7.809655,9,146.477577
11.694444,12,146.576878
11.063377,12,146.682258
8.031487,9,146.758776
11.500002,12,146.86571
10.556541,12,146.969065
7.146285,8,147.038616
7.738078,9,147.113221
10.121217,12,147.217179
7.372487,9,147.300667
13.022901,14,147.418364
11.299708,13,147.570347
12.161446,13,147.691348
13.856234,15,147.826567
14.51146,16,147.984466
4.152749,5,148.022703
11.146709,12,148.134202
11.146709,12,148.245751
11.146709,12,148.357247
11.174487,12,148.471944
6.960436,8,148.535889
8.585753,10,148.614727
6.975396,8,148.677336
12.094784,13,148.795773
7.013645,8,148.862939
11.694444,12,148.961974
12.094784,13,149.081424
11.146709,12,149.189607
8.059265,9,149.268098
10.593813,12,149.373013
7.167509,8,149.44077
7.105744,8,149.506456
7.400264,9,149.589244
11.035598,12,149.696734
11.035598,12,149.800984
7.257396,8,149.869954
7.063591,8,149.932543
7.007396,8,149.998725
6.028315,7,150.054634
7.062952,8,150.120188
7.829753,9,150.193136
6.726702,8,150.266949
11.128426,12,150.375657
11.731716,12,150.477413
11.211758,12,150.584664
7.948154,9,150.671276
6.958258,8,150.745568
7.83579,9,150.817874
7.030224,8,150.889347
6.698878,8,150.965106
10.593814,12,151.07136
11.666667,12,151.174037
7.718642,9,151.247393
10.443157,12,151.350772
10.137601,12,151.456762
7.975932,9,151.532908
8.042161,9,151.61196
12.384012,14,151.734542
6.925782,8,151.801197
11.611111,12,151.897324
7.063591,8,151.962768
13.828457,15,152.088656
11.824826,13,152.204042
7.45582,9,152.288683
7.829753,9,152.364403
10.44543,12,152.47178
6.777649,8,152.534335
11.666667,12,152.633812
7.118507,8,152.700602
6.828797,8,152.776332
7.166698,8,152.843545
6.084176,7,152.907259
7.975932,9,152.984922
8.031487,9,153.0611
7.948154,9,153.139691
11.723207,13,153.259942
12.249378,16,153.406224
13.678118,15,153.545562
10.593813,12,153.645515
11.5,12,153.747962
6.206925,7,153.806591
7.267168,8,153.875315
6.984285,8,153.937813
7.248121,8,154.007688
7.829753,9,154.080675
6.75448,8,154.152823
11.731716,12,154.255985
5.270885,6,154.302554
7.009116,8,154.371722
11.035607,12,154.479399
7.744258,9,154.547311
7.08851,8,154.613562
12.277481,16,154.741234
7.691869,9,154.810468
11.746986,16,154.963739
11.230042,12,155.078308
11.5,12,155.186182
7.418159,9,155.269822
7.136388,8,155.341374
5.73844,7,155.409876
11.091153,12,155.525706
5.850501,7,155.62038
11.444444,12,155.732911
7.035174,8,155.80246
8.059265,9,155.879513
10.980227,13,155.999188
7.968507,9,156.079
7.049781,8,156.147657
11.18398,12,156.26015
7.07839,8,156.325349
7.975932,9,156.401999
10.167653,12,156.506073
10.223208,12,156.612083
6.924063,8,156.682295
6.982235,8,156.759697
10.649369,12,156.860861
8.642333,10,156.940569
7.036894,8,157.008276
6.75448,8,157.085332
11.555557,12,157.196868
11.230042,12,157.311772
10.304277,12,157.418932
10.167653,12,157.519321
10.095435,12,157.621103
10.591153,12,157.726216
11.063385,12,157.839505
11.128426,12,157.949274
11.666667,12,158.047942
10.69543,12,158.153135
7.044946,8,158.220806
7.250031,8,158.290705
13.078457,14,158.421449
10.924487,12,158.528874
11.722222,12,158.663761
11.174487,12,158.780091
7.063591,8,158.848437
11.230042,12,158.959385
8.031487,9,159.036933
7.83579,9,159.110843
10.260106,12,159.213291
10.287883,12,159.323716
7.975932,9,159.407267
7.063591,8,159.471673
7.194475,8,159.540113
7.13892,8,159.608143
11.785607,13,159.741503
6.70859,8,159.824832
10.702264,12,159.938505
6.736368,8,160.013684
6.027778,7,160.073336
4.878279,6,160.127249
3.222222,4,160.157731
10.371591,12,160.260221
7.044946,8,160.332205
11.509494,12,160.441833
11.072869,12,160.574894
11.392212,14,160.707681
8.059265,9,160.788442
6.32695,7,160.854159
7.45582,9,160.941785
11.884998,15,161.073502
10.538257,12,161.182114
10.51048,12,161.296369
10.584319,12,161.406118
6.719933,8,161.47942
11.128426,12,161.596141
6.856679,8,161.706601
10.612097,12,161.822566
6.717695,8,161.900277
6.772777,8,161.973865
11.00783,12,162.085556
11.666667,12,162.18562
11.146709,12,162.29798
5.944444,7,162.359664
7.45582,9,162.4473
5.201726,6,162.498672
11.091155,12,162.610829
7.044946,8,162.678648
6.867717,8,162.741582
7.250031,8,162.805741
7.975932,9,162.878517
10.639875,12,162.981316
5.236625,6,163.028528
7.920376,9,163.103144
11.09445,12,163.208875
6.891355,8,163.276203
7.703369,9,163.348836
10.952266,12,163.452527
10.639875,12,163.555712
8.00371,9,163.632713
8.62694,10,163.70764
8.031487,9,163.781241
10.306541,12,163.87768
11.118931,12,163.98846
10.306541,12,164.09443
13.772901,15,164.215705
10.470934,12,164.325388
7.211613,8,164.394825
11.202264,12,164.505447
6.900951,8,164.568506
11.091155,12,164.676098
8.592226,10,164.754176
5.284129,6,164.799276
7.849189,9,164.871875
8.031487,9,164.945519
6.996285,8,165.017432
7.151369,8,165.085052
11.750939,13,165.201861
10.51048,12,165.303743
7.179147,8,165.372415
11.25782,12,165.483673
7.087433,8,165.554258
7.194475,8,165.618616
11.230042,12,165.727476
11.262445,13,165.845319
10.359823,12,165.946389
7.948154,9,166.018259
13.578457,15,166.136112
12.996109,15,166.274416
12.689568,14,166.391644
10.556541,12,166.490312
11.42616,12,166.597848
11.777778,12,166.695204
5.219432,6,166.745614
7.975932,9,166.818716
11.230042,12,166.924204
7.23939,8,166.991057
10.473208,12,167.091801
10.109823,12,167.19323
10.389875,12,167.294718
11.666667,12,167.390952
7.964338,9,167.467096
7.044946,8,167.530494
8.059265,9,167.609211
13.022624,14,167.727563
7.044946,8,167.791923
10.397095,12,167.89176
10.762436,13,168.009256
11.333333,12,168.112364
11.174487,12,168.222097
10.83765,14,168.33957
11.018936,12,168.452122
6.951841,8,168.5168
7.830205,9,168.59033
11.638889,12,168.688111
10.399369,12,168.794003
11.18398,12,168.902338
8.059265,9,168.976688
13.41179,15,169.098861
11.852602,13,169.215244
5.190015,6,169.266809
10.500986,12,169.366525
11.174487,12,169.481925
10.473208,12,169.583477
7.050612,8,169.64337
7.362594,9,169.726049
11.980052,13,169.841607
6.24145,7,169.898956
11.239536,12,170.009772
11.731716,12,170.107189
7.920376,9,170.181394
10.443158,12,170.283919
7.194475,8,170.348001
7.390373,9,170.429887
5.147481,6,170.477124
4.05261,5,170.515158
10.52649,12,170.617738
10.278764,12,170.718519
7.250031,8,170.785641
7.87024,9,170.854438
10.317658,12,170.957308
11.334329,13,171.06906
11.813385,13,171.184969
4.914788,6,171.235578
11.239536,12,171.344469
11.392212,14,171.467614
7.445666,9,171.547508
10.976262,14,171.665579
10.176772,12,171.765467
11.583333,12,171.859515
11.25,12,171.963041
3.979551,5,172.001722
8.059265,9,172.07862
10.667826,13,172.194698
11.935613,13,172.31353
13.051665,15,172.45997
10.993552,14,172.583913
12.439568,14,172.70889
7.483215,9,172.790981
11.004317,14,172.91194
8.059265,9,172.988854
11.863455,15,173.12539
8.031487,9,173.202479
10.822869,12,173.306389
7.842258,9,173.37772
14.16179,16,173.502352
11.539228,13,173.611895
12.078457,14,173.731308
7.07839,8,173.794984
11.202264,12,173.92671
4.099102,5,173.965173
4.333438,5,174.006869
5.571909,7,174.067187
6.197814,7,174.129915
5.833871,7,174.185204
5.791637,7,174.247602
5.706925,7,174.310206
10.250986,12,174.410065
7.849505,9,174.48358
10.69543,12,174.586495
6.068036,7,174.647772
10.621591,12,174.748067
8.059265,9,174.824103
10.804939,13,174.937969
12.439568,14,175.061465
4.271012,5,175.097376
11.105273,13,175.211845
11.239536,12,175.324347
4.997499,6,175.378842
11.722222,12,175.472996
6.068036,7,175.530543
7.139732,8,175.596874
9.299888,12,175.705842
10.966375,13,175.817544
12.939503,14,175.939112
13.245123,15,176.059103
7.877328,9,176.131918
7.021496,8,176.207149
6.141834,7,176.262126
11.555556,12,176.367082
7.133522,8,176.434684
6.0,7,176.493221
7.024832,8,176.558419
7.155377,8,176.624566
6.056093,7,176.682722
11.25782,12,176.797213
6.745473,8,176.869
11.731716,12,176.970262
12.008153,13,177.086483
11.25782,12,177.195974
10.667653,12,177.29459
10.556541,12,177.398514
12.132055,13,177.516262
11.02843,12,177.62509
5.984703,7,177.680069
6.030723,7,177.73726
6.958258,8,177.807746
7.267168,8,177.874093
11.41999,14,177.997913
11.75,12,178.095049
5.030723,6,178.146785
11.146709,12,178.254716
11.146709,12,178.362885
11.952274,13,178.485171
8.00371,9,178.563688
7.829753,9,178.638199
6.871841,8,178.715253
8.059265,9,178.793894
13.078457,14,178.921289
13.02194,16,179.063328
13.439568,16,179.221766
10.849927,15,179.34635
11.259495,12,179.448699
11.285598,12,179.562348
7.100501,8,179.626064
7.065568,8,179.700424
11.285598,12,179.808777
6.885943,8,179.871413
11.12327,13,179.982836
12.300679,14,180.098042
12.277481,16,180.222326
12.161753,16,180.36864
15.067293,17,180.522247
13.328457,15,180.641405
10.334319,12,180.742104
5.903296,7,180.798536
6.181074,7,180.853951
6.332479,8,180.920414
11.941383,16,181.045624
8.031487,9,181.123118
6.684192,8,181.193831
11.146709,12,181.300688
10.137601,12,181.40416
6.75448,8,181.476772
11.547048,13,181.600766
10.674487,12,181.703532
5.941943,7,181.755431
7.786447,9,181.829335
11.146709,12,181.939447
11.797048,13,182.063838
10.862533,14,182.179505
9.484562,11,182.25943
11.174496,12,182.368788
7.464327,9,182.451954
7.447883,9,182.532572
11.14671,12,182.638289
7.100501,8,182.701866
7.206925,8,182.820456
10.639875,12,182.921972
6.017583,7,182.980816
5.136388,6,183.034696
6.961613,8,183.102427
11.638889,12,183.199225
6.111648,7,183.263954
6.975607,8,183.335476
11.666667,12,183.432034
11.777778,12,183.530576
12.745123,14,183.635592
11.14671,12,183.743676
7.085799,8,183.808887
10.470936,12,183.909686
11.722222,12,184.005079
6.75448,8,184.079915
6.951841,8,184.150155
10.612097,12,184.251996
11.317992,13,184.368065
7.100501,8,184.432295
11.118931,12,184.542621
7.205654,8,184.606341
4.167204,5,184.643916
11.72227,12,184.741661
3.444444,4,184.777233
7.044946,8,184.839771
11.75,12,184.936216
6.035568,7,184.989687
11.003323,14,185.117984
10.315661,12,185.223042
11.694444,12,185.320755
7.897558,9,185.392248
11.694444,12,185.489916
12.277788,13,185.605066
10.44543,12,185.703526
6.183835,7,185.76836
10.584319,12,185.870295
12.606234,14,185.991521
11.555556,12,186.09136
7.07839,8,186.154785
4.29879,5,186.201391
6.166611,7,186.260727
4.098061,5,186.303124
7.400264,9,186.383056
10.427146,12,186.484938
13.166734,14,186.604977
5.01386,6,186.656048
4.933835,6,186.708077
12.189568,14,186.825908
11.174487,12,186.935544
10.582046,12,187.037
11.146709,12,187.144057
6.245747,7,187.209884
8.031487,9,187.283836
13.828457,15,187.403554
11.94143,16,187.547965
12.163653,16,187.702227
13.160829,16,187.837769
11.174487,12,187.950322
12.550679,14,188.070155
4.116667,5,188.118485
11.111111,12,188.22439
7.13892,8,188.289702
7.587043,9,188.363926
11.527787,12,188.473691
11.063375,12,188.577839
11.861377,15,188.699776
13.911733,15,188.817924
7.968507,9,188.898687
5.922222,7,188.956975
12.371658,15,189.080407
7.925796,9,189.157627
13.122619,15,189.291175
8.059265,9,189.364307
12.967346,15,189.487097
7.464327,9,189.566442
6.045361,7,189.629856
6.764145,8,189.701239
11.75,12,189.794885
6.895176,8,189.868126
13.717346,15,189.994295
11.996986,16,190.120179
13.273887,16,190.250668
12.371658,15,190.372089
7.063591,8,190.437969
7.464327,9,190.523295
7.267168,8,190.589537
11.285598,12,190.702568
6.045361,7,190.771581
12.550677,14,190.894444
10.869161,13,191.007484
7.682838,9,191.084529
10.473208,12,191.19171
10.389875,12,191.291048
4.380339,5,191.32901
10.824999,13,191.441469
11.694444,12,191.53755
8.592226,10,191.616189
8.603336,12,191.72765
10.612105,12,191.830591
11.063375,12,191.932926
11.924496,13,192.048109
10.952274,12,192.15459
10.584319,12,192.25439
6.75448,8,192.326536
11.239536,12,192.435299
13.078457,14,192.545855
14.41179,16,192.686433
10.538257,12,192.785901
11.156203,12,192.893363
7.445666,9,192.975303
7.76455,9,193.052089
7.064148,8,193.11592
4.990292,6,193.169436
11.25,12,193.26911
11.202264,12,193.378857
6.961613,8,193.445496
5.095814,6,193.499779
11.666667,12,193.593967
10.556541,12,193.694544
